#Wave,F560W,F770W,F1000W,F1130W,F1280W,F1500W,F1800W,F2100W,F2550W
#micron,el/phot,el/phot,el/phot,el/phot,el/phot,el/phot,el/phot,el/phot,el/phot
4.637,0,0,0,0,0,0,0,0,0
4.642,0,0,0,0,0,0,0,0,0
4.648,0,0,0,0,0,0,0,0,0
4.654,0,0,0,0,0,0,0,0,0
4.66,0,0,0,0,0,0,0,0,0
4.666,0,0,0,0,0,0,0,0,0
4.671,0,0,0,0,0,0,0,0,0
4.677,0,0,0,0,0,0,0,0,0
4.683,0,0,0,0,0,0,0,0,0
4.689,0,0,0,0,0,0,0,0,0
4.695,0,0,0,0,0,0,0,0,0
4.7,0,0,0,0,0,0,0,0,0
4.706,0,0,0,0,0,0,0,0,0
4.712,0,0,0,0,0,0,0,0,0
4.718,0,0,0,0,0,0,0,0,0
4.724,0,0,0,0,0,0,0,0,0
4.729,0,0,0,0,0,0,0,0,0
4.735,0,0,0,0,0,0,0,0,0
4.741,0,0,0,0,0,0,0,0,0
4.747,0,0,0,0,0,0,0,0,0
4.753,0.0001,0,0,0,0,0,0,0,0
4.758,0.0001,0,0,0,0,0,0,0,0
4.764,0.0001,0,0,0,0,0,0,0,0
4.77,0.0001,0,0,0,0,0,0,0,0
4.776,0.0001,0,0,0,0,0,0,0,0
4.782,0.0001,0,0,0,0,0,0,0,0
4.787,0.0001,0,0,0,0,0,0,0,0
4.793,0.0001,0,0,0,0,0,0,0,0
4.799,0.0001,0,0,0,0,0,0,0,0
4.805,0.0002,0,0,0,0,0,0,0,0
4.811,0.0002,0,0,0,0,0,0,0,0
4.816,0.0003,0,0,0,0,0,0,0,0
4.822,0.0003,0,0,0,0,0,0,0,0
4.828,0.0004,0,0,0,0,0,0,0,0
4.834,0.0005,0,0,0,0,0,0,0,0
4.84,0.0006,0,0,0,0,0,0,0,0
4.845,0.0009,0,0,0,0,0,0,0,0
4.851,0.0011,0,0,0,0,0,0,0,0
4.857,0.0014,0,0,0,0,0,0,0,0
4.863,0.0017,0,0,0,0,0,0,0,0
4.869,0.0022,0,0,0,0,0,0,0,0
4.874,0.0026,0,0,0,0,0,0,0,0
4.88,0.0031,0,0,0,0,0,0,0,0
4.886,0.0035,0,0,0,0,0,0,0,0
4.892,0.004,0,0,0,0,0,0,0,0
4.898,0.0044,0,0,0,0,0,0,0,0
4.903,0.0047,0,0,0,0,0,0,0,0
4.909,0.005,0,0,0,0,0,0,0,0
4.915,0.0053,0,0,0,0,0,0,0,0
4.921,0.0056,0,0,0,0,0,0,0,0
4.927,0.006,0,0,0,0,0,0,0,0
4.932,0.0064,0,0,0,0,0,0,0,0
4.938,0.0068,0,0,0,0,0,0,0,0
4.944,0.0075,0,0,0,0,0,0,0,0
4.95,0.0083,0,0,0,0,0,0,0,0
4.956,0.0092,0,0,0,0,0,0,0,0
4.961,0.0103,0,0,0,0,0,0,0,0
4.967,0.0121,0,0,0,0,0,0,0,0
4.973,0.0139,0,0,0,0,0,0,0,0
4.979,0.0158,0,0,0,0,0,0,0,0
4.985,0.0194,0,0,0,0,0,0,0,0
4.99,0.0234,0,0,0,0,0,0,0,0
4.996,0.0274,0,0,0,0,0,0,0,0
5.002,0.0332,0,0,0,0,0,0,0,0
5.008,0.0421,0,0,0,0,0,0,0,0
5.014,0.0511,0,0,0,0,0,0,0,0
5.019,0.0601,0,0,0,0,0,0,0,0
5.025,0.0764,0,0,0,0,0,0,0,0
5.031,0.0935,0,0,0,0,0,0,0,0
5.037,0.1107,0,0,0,0,0,0,0,0
5.043,0.1302,0,0,0,0,0,0,0,0
5.048,0.1525,0,0,0,0,0,0,0,0
5.054,0.1749,0,0,0,0,0,0,0,0
5.06,0.1974,0,0,0,0,0,0,0,0
5.066,0.2123,0,0,0,0,0,0,0,0
5.072,0.2273,0,0,0,0,0,0,0,0
5.077,0.2424,0,0,0,0,0,0,0,0
5.083,0.2507,0,0,0,0,0,0,0,0
5.089,0.2536,0,0,0,0,0,0,0,0
5.095,0.2565,0,0,0,0,0,0,0,0
5.101,0.2589,0,0,0,0,0,0,0,0
5.106,0.2568,0,0,0,0,0,0,0,0
5.112,0.2547,0,0,0,0,0,0,0,0
5.118,0.2525,0,0,0,0,0,0,0,0
5.124,0.2505,0,0,0,0,0,0,0,0
5.13,0.2486,0,0,0,0,0,0,0,0
5.135,0.2467,0,0,0,0,0,0,0,0
5.141,0.2452,0,0,0,0,0,0,0,0
5.147,0.2453,0,0,0,0,0,0,0,0
5.153,0.2454,0,0,0,0,0,0,0,0
5.159,0.2455,0,0,0,0,0,0,0,0
5.164,0.2476,0,0,0,0,0,0,0,0
5.17,0.2503,0,0,0,0,0,0,0,0
5.176,0.253,0,0,0,0,0,0,0,0
5.182,0.2562,0,0,0,0,0,0,0,0
5.188,0.2605,0,0,0,0,0,0,0,0
5.193,0.2648,0,0,0,0,0,0,0,0
5.199,0.2692,0,0,0,0,0,0,0,0
5.205,0.2726,0,0,0,0,0,0,0,0
5.211,0.276,0,0,0,0,0,0,0,0
5.217,0.2794,0,0,0,0,0,0,0,0
5.222,0.2815,0,0,0,0,0,0,0,0
5.228,0.2817,0,0,0,0,0,0,0,0
5.234,0.282,0,0,0,0,0,0,0,0
5.24,0.2823,0,0,0,0,0,0,0,0
5.246,0.2796,0,0,0,0,0,0,0,0
5.251,0.2767,0,0,0,0,0,0,0,0
5.257,0.2738,0,0,0,0,0,0,0,0
5.263,0.2704,0,0,0,0,0,0,0,0
5.269,0.2664,0,0,0,0,0,0,0,0
5.275,0.2625,0,0,0,0,0,0,0,0
5.28,0.2585,0,0,0,0,0,0,0,0
5.286,0.2551,0,0,0,0,0,0,0,0
5.292,0.2518,0,0,0,0,0,0,0,0
5.298,0.2484,0,0,0,0,0,0,0,0
5.304,0.2459,0,0,0,0,0,0,0,0
5.309,0.2439,0,0,0,0,0,0,0,0
5.315,0.242,0,0,0,0,0,0,0,0
5.321,0.2404,0,0,0,0,0,0,0,0
5.327,0.2407,0,0,0,0,0,0,0,0
5.333,0.241,0,0,0,0,0,0,0,0
5.338,0.2413,0,0,0,0,0,0,0,0
5.344,0.2431,0,0,0,0,0,0,0,0
5.35,0.2454,0,0,0,0,0,0,0,0
5.356,0.2478,0,0,0,0,0,0,0,0
5.362,0.2503,0,0,0,0,0,0,0,0
5.367,0.2534,0,0,0,0,0,0,0,0
5.373,0.2564,0,0,0,0,0,0,0,0
5.379,0.2595,0,0,0,0,0,0,0,0
5.385,0.2634,0,0,0,0,0,0,0,0
5.391,0.2674,0,0,0,0,0,0,0,0
5.396,0.2714,0,0,0,0,0,0,0,0
5.402,0.2756,0,0,0,0,0,0,0,0
5.408,0.28,0,0,0,0,0,0,0,0
5.414,0.2844,0,0,0,0,0,0,0,0
5.42,0.2889,0,0,0,0,0,0,0,0
5.425,0.2901,0,0,0,0,0,0,0,0
5.431,0.2911,0,0,0,0,0,0,0,0
5.437,0.292,0,0,0,0,0,0,0,0
5.443,0.2923,0,0,0,0,0,0,0,0
5.449,0.292,0,0,0,0,0,0,0,0
5.454,0.2916,0,0,0,0,0,0,0,0
5.46,0.2911,0,0,0,0,0,0,0,0
5.466,0.2886,0,0,0,0,0,0,0,0
5.472,0.286,0,0,0,0,0,0,0,0
5.478,0.2834,0,0,0,0,0,0,0,0
5.483,0.2803,0,0,0,0,0,0,0,0
5.489,0.2768,0,0,0,0,0,0,0,0
5.495,0.2732,0,0,0,0,0,0,0,0
5.501,0.27,0,0,0,0,0,0,0,0
5.507,0.2683,0,0,0,0,0,0,0,0
5.512,0.2667,0,0,0,0,0,0,0,0
5.518,0.2651,0,0,0,0,0,0,0,0
5.524,0.2646,0,0,0,0,0,0,0,0
5.53,0.2646,0,0,0,0,0,0,0,0
5.536,0.2646,0,0,0,0,0,0,0,0
5.541,0.2653,0,0,0,0,0,0,0,0
5.547,0.2682,0,0,0,0,0,0,0,0
5.553,0.2711,0,0,0,0,0,0,0,0
5.559,0.274,0,0,0,0,0,0,0,0
5.565,0.2787,0,0,0,0,0,0,0,0
5.57,0.2838,0,0,0,0,0,0,0,0
5.576,0.2889,0,0,0,0,0,0,0,0
5.582,0.2936,0,0,0,0,0,0,0,0
5.588,0.2976,0,0,0,0,0,0,0,0
5.594,0.3016,0,0,0,0,0,0,0,0
5.599,0.3056,0,0,0,0,0,0,0,0
5.605,0.3096,0,0,0,0,0,0,0,0
5.611,0.3135,0,0,0,0,0,0,0,0
5.617,0.3175,0,0,0,0,0,0,0,0
5.623,0.3207,0,0,0,0,0,0,0,0
5.628,0.323,0,0,0,0,0,0,0,0
5.634,0.3254,0,0,0,0,0,0,0,0
5.64,0.3277,0,0,0,0,0,0,0,0
5.646,0.3258,0,0,0,0,0,0,0,0
5.652,0.324,0,0,0,0,0,0,0,0
5.657,0.3221,0,0,0,0,0,0,0,0
5.663,0.3203,0,0,0,0,0,0,0,0
5.669,0.3185,0,0,0,0,0,0,0,0
5.675,0.3167,0,0,0,0,0,0,0,0
5.681,0.315,0,0,0,0,0,0,0,0
5.686,0.3133,0,0,0,0,0,0,0,0
5.692,0.3117,0,0,0,0,0,0,0,0
5.698,0.3101,0,0,0,0,0,0,0,0
5.704,0.3101,0,0,0,0,0,0,0,0
5.71,0.311,0,0,0,0,0,0,0,0
5.715,0.3118,0,0,0,0,0,0,0,0
5.721,0.3127,0,0,0,0,0,0,0,0
5.727,0.3133,0,0,0,0,0,0,0,0
5.733,0.314,0,0,0,0,0,0,0,0
5.739,0.3147,0,0,0,0,0,0,0,0
5.744,0.3166,0,0,0,0,0,0,0,0
5.75,0.3189,0,0,0,0,0,0,0,0
5.756,0.3212,0,0,0,0,0,0,0,0
5.762,0.3233,0,0,0,0,0,0,0,0
5.768,0.325,0,0,0,0,0,0,0,0
5.773,0.3267,0,0,0,0,0,0,0,0
5.779,0.3283,0,0,0,0,0,0,0,0
5.785,0.3291,0,0,0,0,0,0,0,0
5.791,0.3298,0,0,0,0,0,0,0,0
5.797,0.3305,0,0,0,0,0,0,0,0
5.802,0.3321,0,0,0,0,0,0,0,0
5.808,0.335,0,0,0,0,0,0,0,0
5.814,0.3378,0,0,0,0,0,0,0,0
5.82,0.3407,0,0,0,0,0,0,0,0
5.826,0.3399,0,0,0,0,0,0,0,0
5.831,0.3389,0,0,0,0,0,0,0,0
5.837,0.3379,0,0,0,0,0,0,0,0
5.843,0.3375,0,0,0,0,0,0,0,0
5.849,0.3378,0,0,0,0,0,0,0,0
5.855,0.3381,0,0,0,0,0,0,0,0
5.86,0.3385,0,0,0,0,0,0,0,0
5.866,0.3395,0,0,0,0,0,0,0,0
5.872,0.3405,0,0,0,0,0,0,0,0
5.878,0.3416,0,0,0,0,0,0,0,0
5.884,0.3401,0,0,0,0,0,0,0,0
5.889,0.3372,0,0,0,0,0,0,0,0
5.895,0.3343,0,0,0,0,0,0,0,0
5.901,0.3314,0,0,0,0,0,0,0,0
5.907,0.3285,0,0,0,0,0,0,0,0
5.913,0.3255,0,0,0,0,0,0,0,0
5.918,0.3225,0,0,0,0,0,0,0,0
5.924,0.3218,0,0,0,0,0,0,0,0
5.93,0.3218,0,0,0,0,0,0,0,0
5.936,0.3219,0,0,0,0,0,0,0,0
5.942,0.3211,0,0,0,0,0,0,0,0
5.947,0.3181,0,0,0,0,0,0,0,0
5.953,0.315,0,0,0,0,0,0,0,0
5.959,0.3119,0,0,0,0,0,0,0,0
5.965,0.3121,0,0,0,0,0,0,0,0
5.971,0.3131,0,0,0,0,0,0,0,0
5.976,0.314,0,0,0,0,0,0,0,0
5.982,0.315,0,0,0,0,0,0,0,0
5.988,0.3161,0,0,0,0,0,0,0,0
5.994,0.3171,0,0,0,0,0,0,0,0
6,0.3182,0,0,0,0,0,0,0,0
6.005,0.3202,0,0,0,0,0,0,0,0
6.011,0.3222,0,0,0,0,0,0,0,0
6.017,0.3243,0,0,0,0,0,0,0,0
6.023,0.3266,0,0,0,0,0,0,0,0
6.029,0.3291,0,0,0,0,0,0,0,0
6.034,0.3317,0,0,0,0,0,0,0,0
6.04,0.3341,0,0,0,0,0,0,0,0
6.046,0.3349,0,0,0,0,0,0,0,0
6.052,0.3356,0,0,0,0,0,0,0,0
6.058,0.3363,0,0,0,0,0,0,0,0
6.063,0.3355,0,0,0,0,0,0,0,0
6.069,0.3338,0,0,0,0,0,0,0,0
6.075,0.3321,0,0,0,0,0,0,0,0
6.081,0.33,0,0,0,0,0,0,0,0
6.087,0.3257,0,0,0,0,0,0,0,0
6.092,0.3215,0,0,0,0,0,0,0,0
6.098,0.3173,0,0,0,0,0,0,0,0
6.104,0.312,0,0,0,0,0,0,0,0
6.11,0.3062,0,0,0,0,0,0,0,0
6.116,0.3004,0,0,0,0,0,0,0,0
6.121,0.293,0,0,0,0,0,0,0,0
6.127,0.2806,0,0,0,0,0,0,0,0
6.133,0.2682,0,0,0,0,0,0,0,0
6.139,0.2558,0,0,0,0,0,0,0,0
6.145,0.241,0,0,0,0,0,0,0,0
6.15,0.2257,0,0,0,0,0,0,0,0
6.156,0.2103,0,0,0,0,0,0,0,0
6.162,0.1946,0,0,0,0,0,0,0,0
6.168,0.1784,0,0,0,0,0,0,0,0
6.174,0.1622,0,0,0,0,0,0,0,0
6.179,0.1459,0,0,0,0,0,0,0,0
6.185,0.1321,0,0,0,0,0,0,0,0
6.191,0.1186,0,0,0,0,0,0,0,0
6.197,0.105,0,0,0,0,0,0,0,0
6.203,0.0936,0,0,0,0,0,0,0,0
6.208,0.0848,0.0001,0,0,0,0,0,0,0
6.214,0.0761,0.0001,0,0,0,0,0,0,0
6.22,0.0673,0.0001,0,0,0,0,0,0,0
6.226,0.0618,0.0001,0,0,0,0,0,0,0
6.232,0.0563,0.0002,0,0,0,0,0,0,0
6.237,0.0509,0.0002,0,0,0,0,0,0,0
6.243,0.0466,0.0003,0,0,0,0,0,0,0
6.249,0.0433,0.0005,0,0,0,0,0,0,0
6.255,0.0401,0.0007,0,0,0,0,0,0,0
6.261,0.0369,0.0009,0,0,0,0,0,0,0
6.266,0.0349,0.0008,0,0,0,0,0,0,0
6.272,0.0329,0.0007,0,0,0,0,0,0,0
6.278,0.0309,0.0007,0,0,0,0,0,0,0
6.284,0.0293,0.0006,0,0,0,0,0,0,0
6.29,0.028,0.0005,0,0,0,0,0,0,0
6.295,0.0266,0.0004,0,0,0,0,0,0,0
6.301,0.0253,0.0003,0,0,0,0,0,0,0
6.307,0.0242,0.0002,0,0,0,0,0,0,0
6.313,0.023,0.0002,0,0,0,0,0,0,0
6.319,0.0219,0.0001,0,0,0,0,0,0,0
6.324,0.0207,0.0001,0,0,0,0,0,0,0
6.33,0.0195,0.0001,0,0,0,0,0,0,0
6.336,0.0183,0.0001,0,0,0,0,0,0,0
6.342,0.017,0.0001,0,0,0,0,0,0,0
6.348,0.0156,0.0001,0,0,0,0,0,0,0
6.353,0.0142,0.0001,0,0,0,0,0,0,0
6.359,0.0128,0.0002,0,0,0,0,0,0,0
6.365,0.0115,0.0002,0,0,0,0,0,0,0
6.371,0.0103,0.0002,0,0,0,0,0,0,0
6.377,0.0091,0.0002,0,0,0,0,0,0,0
6.382,0.0081,0.0002,0,0,0,0,0,0,0
6.388,0.0072,0.0002,0,0,0,0,0,0,0
6.394,0.0064,0.0003,0,0,0,0,0,0,0
6.4,0.0055,0.0003,0,0,0,0,0,0,0
6.406,0.005,0.0004,0,0,0,0,0,0,0
6.411,0.0045,0.0004,0,0,0,0,0,0,0
6.417,0.0039,0.0005,0,0,0,0,0,0,0
6.423,0.0035,0.0005,0,0,0,0,0,0,0
6.429,0.0031,0.0007,0,0,0,0,0,0,0
6.435,0.0027,0.0008,0,0,0,0,0,0,0
6.44,0.0024,0.001,0,0,0,0,0,0,0
6.446,0.0022,0.0013,0,0,0,0,0,0,0
6.452,0.002,0.0015,0,0,0,0,0,0,0
6.458,0.0018,0.0018,0,0,0,0,0,0,0
6.464,0.0016,0.0025,0,0,0,0,0,0,0
6.469,0.0015,0.0033,0,0,0,0,0,0,0
6.475,0.0014,0.0041,0,0,0,0,0,0,0
6.481,0.0013,0.0052,0,0,0,0,0,0,0
6.487,0.0012,0.0079,0,0,0,0,0,0,0
6.493,0.0012,0.0105,0,0,0,0,0,0,0
6.498,0.0011,0.0131,0,0,0,0,0,0,0
6.504,0.0011,0.0194,0,0,0,0,0,0,0
6.51,0.001,0.0272,0,0,0,0,0,0,0
6.516,0.001,0.0349,0,0,0,0,0,0,0
6.522,0.0009,0.0455,0,0,0,0,0,0,0
6.527,0.0009,0.0637,0,0,0,0,0,0,0
6.533,0.0009,0.0818,0,0,0,0,0,0,0
6.539,0.0008,0.0999,0,0,0,0,0,0,0
6.545,0.0008,0.1192,0,0,0,0,0,0,0
6.551,0.0008,0.1388,0,0,0,0,0,0,0
6.556,0.0008,0.1584,0,0,0,0,0,0,0
6.562,0.0008,0.1734,0,0,0,0,0,0,0
6.568,0.0008,0.1812,0,0,0,0,0,0,0
6.574,0.0007,0.1889,0,0,0,0,0,0,0
6.58,0.0007,0.1966,0,0,0,0,0,0,0
6.585,0.0007,0.2024,0,0,0,0,0,0,0
6.591,0.0007,0.2081,0,0,0,0,0,0,0
6.597,0.0007,0.2137,0,0,0,0,0,0,0
6.603,0.0007,0.2222,0,0,0,0,0,0,0
6.609,0.0006,0.2337,0,0,0,0,0,0,0
6.614,0.0006,0.2452,0,0,0,0,0,0,0
6.62,0.0005,0.2568,0,0,0,0,0,0,0
6.626,0.0005,0.2707,0,0,0,0,0,0,0
6.632,0.0005,0.2847,0,0,0,0,0,0,0
6.638,0.0004,0.2986,0,0,0,0,0,0,0
6.643,0.0004,0.3053,0,0,0,0,0,0,0
6.649,0.0003,0.3069,0,0,0,0,0,0,0
6.655,0.0003,0.3085,0,0,0,0,0,0,0
6.661,0.0003,0.3095,0,0,0,0,0,0,0
6.667,0.0002,0.3073,0,0,0,0,0,0,0
6.672,0.0002,0.305,0,0,0,0,0,0,0
6.678,0.0001,0.3027,0,0,0,0,0,0,0
6.684,0.0001,0.2983,0,0,0,0,0,0,0
6.69,0.0001,0.293,0,0,0,0,0,0,0
6.696,0.0001,0.2876,0,0,0,0,0,0,0
6.701,0,0.2832,0,0,0,0,0,0,0
6.707,0,0.2817,0,0,0,0,0,0,0
6.713,0,0.2802,0,0,0,0,0,0,0
6.719,0,0.2787,0,0,0,0,0,0,0
6.725,0,0.2792,0,0,0,0,0,0,0
6.73,0,0.2802,0,0,0,0,0,0,0
6.736,0,0.2813,0,0,0,0,0,0,0
6.742,0,0.284,0,0,0,0,0,0,0
6.748,0,0.2899,0,0,0,0,0,0,0
6.754,0,0.2958,0,0,0,0,0,0,0
6.759,0,0.3017,0,0,0,0,0,0,0
6.765,0,0.3102,0,0,0,0,0,0,0
6.771,0,0.319,0,0,0,0,0,0,0
6.777,0,0.3277,0,0,0,0,0,0,0
6.783,0,0.3349,0,0,0,0,0,0,0
6.788,0,0.3403,0,0,0,0,0,0,0
6.794,0,0.3457,0,0,0,0,0,0,0
6.8,0,0.351,0,0,0,0,0,0,0
6.806,0,0.3536,0,0,0,0,0,0,0
6.812,0,0.3562,0,0,0,0,0,0,0
6.817,0,0.3588,0,0,0,0,0,0,0
6.823,0,0.3594,0,0,0,0,0,0,0
6.829,0,0.3584,0,0,0,0,0,0,0
6.835,0,0.3574,0,0,0,0,0,0,0
6.841,0,0.3565,0,0,0,0,0,0,0
6.846,0,0.3569,0,0,0,0,0,0,0
6.852,0,0.3573,0,0,0,0,0,0,0
6.858,0,0.3576,0,0,0,0,0,0,0
6.864,0,0.3543,0,0,0,0,0,0,0
6.87,0,0.3491,0,0,0,0,0,0,0
6.875,0,0.3439,0,0,0,0,0,0,0
6.881,0,0.3394,0,0,0,0,0,0,0
6.887,0,0.3377,0,0,0,0,0,0,0
6.893,0,0.3359,0,0,0,0,0,0,0
6.899,0,0.3342,0,0,0,0,0,0,0
6.904,0,0.3331,0,0,0,0,0,0,0
6.91,0,0.3322,0,0,0,0,0,0,0
6.916,0,0.3314,0,0,0,0,0,0,0
6.922,0,0.3309,0,0,0,0,0,0,0
6.928,0,0.3314,0,0,0,0,0,0,0
6.933,0,0.3319,0,0,0,0,0,0,0
6.939,0,0.3324,0,0,0,0,0,0,0
6.945,0,0.3345,0,0,0,0,0,0,0
6.951,0,0.3368,0,0,0,0,0,0,0
6.957,0,0.3391,0,0,0,0,0,0,0
6.962,0,0.3406,0,0,0,0,0,0,0
6.968,0,0.3406,0,0,0,0,0,0,0
6.974,0,0.3407,0,0,0,0,0,0,0
6.98,0,0.3408,0,0,0,0,0,0,0
6.986,0,0.3419,0,0,0,0,0,0,0
6.991,0,0.343,0,0,0,0,0,0,0
6.997,0,0.3441,0,0,0,0,0,0,0
7.003,0,0.3455,0,0,0,0,0,0,0
7.009,0,0.3473,0,0,0,0,0,0,0
7.015,0,0.3491,0,0,0,0,0,0,0
7.02,0,0.3509,0,0,0,0,0,0,0
7.026,0,0.3538,0,0,0,0,0,0,0
7.032,0,0.3566,0,0,0,0,0,0,0
7.038,0,0.3594,0,0,0,0,0,0,0
7.044,0,0.3612,0,0,0,0,0,0,0
7.049,0,0.3623,0,0,0,0,0,0,0
7.055,0,0.3635,0,0,0,0,0,0,0
7.061,0,0.3645,0,0,0,0,0,0,0
7.067,0,0.3654,0,0,0,0,0,0,0
7.073,0,0.3663,0,0,0,0,0,0,0
7.078,0,0.3671,0,0,0,0,0,0,0
7.084,0,0.3681,0,0,0,0,0,0,0
7.09,0,0.3691,0,0,0,0,0,0,0
7.096,0,0.37,0,0,0,0,0,0,0
7.102,0,0.3709,0,0,0,0,0,0,0
7.107,0,0.3713,0,0,0,0,0,0,0
7.113,0,0.3718,0,0,0,0,0,0,0
7.119,0,0.3723,0,0,0,0,0,0,0
7.125,0,0.372,0,0,0,0,0,0,0
7.131,0,0.3716,0,0,0,0,0,0,0
7.136,0,0.3712,0,0,0,0,0,0,0
7.142,0,0.3708,0,0,0,0,0,0,0
7.148,0,0.3704,0,0,0,0,0,0,0
7.154,0,0.37,0,0,0,0,0,0,0
7.16,0,0.3696,0,0,0,0,0,0,0
7.165,0,0.3683,0,0,0,0,0,0,0
7.171,0,0.367,0,0,0,0,0,0,0
7.177,0,0.3656,0,0,0,0,0,0,0
7.183,0,0.3649,0,0,0,0,0,0,0
7.189,0,0.365,0,0,0,0,0,0,0
7.194,0,0.3651,0,0,0,0,0,0,0
7.2,0,0.3652,0,0,0,0,0,0,0
7.206,0,0.3658,0,0,0,0,0,0,0
7.212,0,0.3664,0,0,0,0,0,0,0
7.218,0,0.3671,0,0,0,0,0,0,0
7.223,0,0.368,0,0,0,0,0,0,0
7.229,0,0.3691,0,0,0,0,0,0,0
7.235,0,0.3702,0,0,0,0,0,0,0
7.241,0,0.3713,0,0,0,0,0,0,0
7.247,0,0.373,0,0,0,0,0,0,0
7.252,0,0.3747,0,0,0,0,0,0,0
7.258,0,0.3764,0,0,0,0,0,0,0
7.264,0,0.3776,0,0,0,0,0,0,0
7.27,0,0.3787,0,0,0,0,0,0,0
7.276,0,0.3798,0,0,0,0,0,0,0
7.281,0,0.3804,0,0,0,0,0,0,0
7.287,0,0.3796,0,0,0,0,0,0,0
7.293,0,0.3787,0,0,0,0,0,0,0
7.299,0,0.3779,0,0,0,0,0,0,0
7.305,0,0.3768,0,0,0,0,0,0,0
7.31,0,0.3756,0,0,0,0,0,0,0
7.316,0,0.3744,0,0,0,0,0,0,0
7.322,0,0.3733,0,0,0,0,0,0,0
7.328,0,0.3724,0,0,0,0,0,0,0
7.334,0,0.3714,0,0,0,0,0,0,0
7.339,0,0.3705,0,0,0,0,0,0,0
7.345,0,0.3686,0,0,0,0,0,0,0
7.351,0,0.3665,0,0,0,0,0,0,0
7.357,0,0.3645,0,0,0,0,0,0,0
7.363,0,0.3632,0,0,0,0,0,0,0
7.368,0,0.3627,0,0,0,0,0,0,0
7.374,0,0.3622,0,0,0,0,0,0,0
7.38,0,0.3617,0,0,0,0,0,0,0
7.386,0,0.3623,0,0,0,0,0,0,0
7.392,0,0.3629,0,0,0,0,0,0,0
7.397,0,0.3635,0,0,0,0,0,0,0
7.403,0,0.3647,0,0,0,0,0,0,0
7.409,0,0.3662,0,0,0,0,0,0,0
7.415,0,0.3678,0,0,0,0,0,0,0
7.421,0,0.3695,0,0,0,0,0,0,0
7.426,0,0.3716,0,0,0,0,0,0,0
7.432,0,0.3738,0,0,0,0,0,0,0
7.438,0,0.3759,0,0,0,0,0,0,0
7.444,0,0.3783,0,0,0,0,0,0,0
7.45,0,0.3809,0,0,0,0,0,0,0
7.455,0,0.3834,0,0,0,0,0,0,0
7.461,0,0.3855,0,0,0,0,0,0,0
7.467,0,0.3862,0,0,0,0,0,0,0
7.473,0,0.3869,0,0,0,0,0,0,0
7.479,0,0.3876,0,0,0,0,0,0,0
7.484,0,0.3872,0,0,0,0,0,0,0
7.49,0,0.3864,0,0,0,0,0,0,0
7.496,0,0.3857,0,0,0,0,0,0,0
7.502,0,0.3847,0,0,0,0,0,0,0
7.508,0,0.3833,0,0,0,0,0,0,0
7.513,0,0.3819,0,0,0,0,0,0,0
7.519,0,0.3805,0,0,0,0,0,0,0
7.525,0,0.3786,0,0,0,0,0,0,0
7.531,0,0.3766,0,0,0,0,0,0,0
7.537,0,0.3746,0,0,0,0,0,0,0
7.542,0,0.3727,0,0,0,0,0,0,0
7.548,0,0.371,0,0,0,0,0,0,0
7.554,0,0.3693,0,0,0,0,0,0,0
7.56,0,0.3676,0,0,0,0,0,0,0
7.566,0,0.3666,0,0,0,0,0,0,0
7.571,0,0.3656,0,0,0,0,0,0,0
7.577,0,0.3646,0,0,0,0,0,0,0
7.583,0,0.364,0,0,0,0,0,0,0
7.589,0,0.3637,0,0,0,0,0,0,0
7.595,0,0.3634,0,0,0,0,0,0,0
7.6,0,0.3632,0,0,0,0,0,0,0
7.606,0,0.364,0,0,0,0,0,0,0
7.612,0,0.3647,0,0,0,0,0,0,0
7.618,0,0.3654,0,0,0,0,0,0,0
7.624,0,0.3665,0,0,0,0,0,0,0
7.629,0,0.3679,0,0,0,0,0,0,0
7.635,0,0.3692,0,0,0,0,0,0,0
7.641,0,0.3706,0,0,0,0,0,0,0
7.647,0,0.3723,0,0,0,0,0,0,0
7.653,0,0.3739,0,0,0,0,0,0,0
7.658,0,0.3756,0,0,0,0,0,0,0
7.664,0,0.3772,0,0,0,0,0,0,0
7.67,0,0.3787,0,0,0,0,0,0,0
7.676,0,0.3802,0,0,0,0,0,0,0
7.682,0,0.3816,0,0,0,0,0,0,0
7.687,0,0.3827,0,0,0,0,0,0,0
7.693,0,0.3839,0,0,0,0,0,0,0
7.699,0,0.385,0,0,0,0,0,0,0
7.705,0,0.3856,0,0,0,0,0,0,0
7.711,0,0.3861,0,0,0,0,0,0,0
7.716,0,0.3865,0,0,0,0,0,0,0
7.722,0,0.3869,0,0,0,0,0,0,0
7.728,0,0.387,0,0,0,0,0,0,0
7.734,0,0.3871,0,0,0,0,0,0,0
7.74,0,0.3872,0,0,0,0,0,0,0
7.745,0,0.3873,0,0,0,0,0,0,0
7.751,0,0.3874,0,0,0,0,0,0,0
7.757,0,0.3874,0,0,0,0,0,0,0
7.763,0,0.3874,0,0,0,0,0,0,0
7.769,0,0.3874,0,0,0,0,0,0,0
7.774,0,0.3874,0,0,0,0,0,0,0
7.78,0,0.3874,0,0,0,0,0,0,0
7.786,0,0.3875,0,0,0,0,0,0,0
7.792,0,0.3876,0,0,0,0,0,0,0
7.798,0,0.3878,0,0,0,0,0,0,0
7.803,0,0.388,0,0,0,0,0,0,0
7.809,0,0.3883,0,0,0,0,0,0,0
7.815,0,0.3887,0,0,0,0,0,0,0
7.821,0,0.389,0,0,0,0,0,0,0
